ID,Link,Movie_Name,Ratings,Movie_category,Film_Actor,Release_Date,Duration,Original_Language,Companies,Description,Box Office,Certificate (MPAA),Directors,Writing_Credits,Tags
683,https://www.imdb.com/title/tt3605418/?ref_=sr_t_222,Knock Knock,49%,"['Psychological Thriller', 'Crime', 'Thriller']","['Keanu Reeves', 'Lorenza Izzo', 'Ana de Armas', 'Aaron Burns', 'Ignacia Allamand', 'Dan Baily', 'Megan Baily', 'Colleen Camp', 'Antonio Quercia', 'Otto']","Nov 06, 2015",1 hour 39 minutes,English,"['Black Bear', 'Camp Grey', 'Dragonfly Entertainment']","['A', 'devoted', 'husband', 'and', 'father', 'helps', 'two', 'stranded', 'young', 'women', 'who', 'knock', 'on', 'his', 'door,', 'but', 'his', 'kind', 'gesture', 'turns', 'into', 'a', 'dangerous', 'seduction', 'and', 'a', 'deadly', 'game', 'of', 'cat', 'and', 'mouse.']","$5,567,103",R,['Eli Roth'],"['Eli Roth', 'Nicolás López', 'Guillermo Amoedo', 'Anthony Overman', 'Michael Ronald Ross']","['Psychological Thriller', 'Crime', 'Thriller', 'Keanu Reeves', 'Lorenza Izzo', 'Ana de Armas', 'Aaron Burns', 'Ignacia Allamand', 'Dan Baily', 'Megan Baily', 'Colleen Camp', 'Antonio Quercia', 'Otto', 'Black Bear', 'Camp Grey', 'Dragonfly Entertainment', 'A', 'devoted', 'husband', 'and', 'father', 'helps', 'two', 'stranded', 'young', 'women', 'who', 'knock', 'on', 'his', 'door,', 'but', 'his', 'kind', 'gesture', 'turns', 'into', 'a', 'dangerous', 'seduction', 'and', 'a', 'deadly', 'game', 'of', 'cat', 'and', 'mouse.', 'Eli Roth', 'Eli Roth', 'Nicolás López', 'Guillermo Amoedo', 'Anthony Overman', 'Michael Ronald Ross']"
685,https://www.imdb.com/title/tt0435625/?ref_=sr_t_224,The Descent,72%,"['Monster Horror', 'Mountain Adventure', 'Psychological Thriller', 'Adventure', 'Horror', 'Thriller']","['Shauna Macdonald', 'Natalie Mendoza', 'Alex Reid', 'Saskia Mulder', 'MyAnna Buring', 'Nora-Jane Noone', 'Oliver Milburn', 'Molly Kayll', 'Craig Conway', 'Leslie Simpson', 'Mark Cronfield', 'Stephen Lamb', 'Catherine Dyson', 'Julie Ellis', 'Sophie Trott', 'Tristan Matthiae', 'Stuart Luis', 'Justin Hackney']","Jul 08, 2005",1 hour 39 minutes,English,"['Celador Films', 'Northmen Productions', 'Pathe UK']","['A', 'caving', 'expedition', 'goes', 'horribly', 'wrong,', 'as', 'the', 'explorers', 'become', 'trapped', 'and', 'ultimately', 'pursued', 'by', 'a', 'strange', 'breed', 'of', 'predators.']","$57,130,027",R,['Neil Marshall'],['Neil Marshall'],"['Monster Horror', 'Mountain Adventure', 'Psychological Thriller', 'Adventure', 'Horror', 'Thriller', 'Shauna Macdonald', 'Natalie Mendoza', 'Alex Reid', 'Saskia Mulder', 'MyAnna Buring', 'Nora-Jane Noone', 'Oliver Milburn', 'Molly Kayll', 'Craig Conway', 'Leslie Simpson', 'Mark Cronfield', 'Stephen Lamb', 'Catherine Dyson', 'Julie Ellis', 'Sophie Trott', 'Tristan Matthiae', 'Stuart Luis', 'Justin Hackney', 'Celador Films', 'Northmen Productions', 'Pathe UK', 'A', 'caving', 'expedition', 'goes', 'horribly', 'wrong,', 'as', 'the', 'explorers', 'become', 'trapped', 'and', 'ultimately', 'pursued', 'by', 'a', 'strange', 'breed', 'of', 'predators.', 'Neil Marshall', 'Neil Marshall']"
687,https://www.imdb.com/title/tt1896747/?ref_=sr_t_226,Vụ Bê Bối Ánh Trăng,66%,"['Romantic Comedy', 'Comedy', 'Romance']","['Scarlett Johansson', 'Channing Tatum', 'Woody Harrelson', 'Ray Romano', 'Jim Rash', 'Anna Garcia', 'Donald Elise Watkins', 'Noah Robbins', 'Christian Clemenson', 'Colin Woodell', 'Nick Dillenburg', 'Christian Zuber', 'Gene Jones', 'Joe Chrest', 'Stephanie Kurtzuba', 'Colin Jost', 'Dariusz Wolski', 'Njema Williams']","Jul 12, 2024",2 hours 12 minutes,English,"['Apple Studios', 'These Pictures']","['Marketing', 'maven', 'Kelly', 'Jones', 'wreaks', 'havoc', 'on', 'NASA', 'launch', 'director', 'Cole', ""Davis's"", 'already', 'difficult', 'task.', 'When', 'the', 'White', 'House', 'deems', 'the', 'mission', 'too', 'important', 'to', 'fail,', 'the', 'countdown', 'truly', 'begins.']","$42,225,354",T16,['Greg Berlanti'],"['Keenan Flynn', 'Bill Kirstein', 'Rose Gilroy']","['Romantic Comedy', 'Comedy', 'Romance', 'Scarlett Johansson', 'Channing Tatum', 'Woody Harrelson', 'Ray Romano', 'Jim Rash', 'Anna Garcia', 'Donald Elise Watkins', 'Noah Robbins', 'Christian Clemenson', 'Colin Woodell', 'Nick Dillenburg', 'Christian Zuber', 'Gene Jones', 'Joe Chrest', 'Stephanie Kurtzuba', 'Colin Jost', 'Dariusz Wolski', 'Njema Williams', 'Apple Studios', 'These Pictures', 'Marketing', 'maven', 'Kelly', 'Jones', 'wreaks', 'havoc', 'on', 'NASA', 'launch', 'director', 'Cole', ""Davis's"", 'already', 'difficult', 'task.', 'When', 'the', 'White', 'House', 'deems', 'the', 'mission', 'too', 'important', 'to', 'fail,', 'the', 'countdown', 'truly', 'begins.', 'Greg Berlanti', 'Keenan Flynn', 'Bill Kirstein', 'Rose Gilroy']"
688,https://www.imdb.com/title/tt1119646/?ref_=sr_t_227,Ba Chàng Ngự Lâm,77%,"['Raunchy Comedy', 'Comedy']","['Zach Galifianakis', 'Bradley Cooper', 'Justin Bartha', 'Ed Helms', 'Heather Graham', 'Sasha Barrese', 'Jeffrey Tambor', 'Ken Jeong', 'Rachael Harris', 'Mike Tyson', 'Mike Epps', 'Jernard Burks', 'Rob Riggle', 'Cleo King', 'Bryan Callen', 'Matt Walsh', 'Ian Anthony Dale', 'Michael Li']","Jun 05, 2009",1 hour 40 minutes,English,"['Warner Bros.', 'Legendary Entertainment', 'Green Hat Films']","['Three', 'buddies', 'wake', 'up', 'from', 'a', 'bachelor', 'party', 'in', 'Las', 'Vegas', 'with', 'no', 'memory', 'of', 'the', 'previous', 'night', 'and', 'the', 'bachelor', 'missing.', 'They', 'must', 'make', 'their', 'way', 'around', 'the', 'city', 'in', 'order', 'to', 'find', 'their', 'friend', 'in', 'time', 'for', 'his', 'wedding.']","$469,328,922",R,['Todd Phillips'],"['Jon Lucas', 'Scott Moore']","['Raunchy Comedy', 'Comedy', 'Zach Galifianakis', 'Bradley Cooper', 'Justin Bartha', 'Ed Helms', 'Heather Graham', 'Sasha Barrese', 'Jeffrey Tambor', 'Ken Jeong', 'Rachael Harris', 'Mike Tyson', 'Mike Epps', 'Jernard Burks', 'Rob Riggle', 'Cleo King', 'Bryan Callen', 'Matt Walsh', 'Ian Anthony Dale', 'Michael Li', 'Warner Bros.', 'Legendary Entertainment', 'Green Hat Films', 'Three', 'buddies', 'wake', 'up', 'from', 'a', 'bachelor', 'party', 'in', 'Las', 'Vegas', 'with', 'no', 'memory', 'of', 'the', 'previous', 'night', 'and', 'the', 'bachelor', 'missing.', 'They', 'must', 'make', 'their', 'way', 'around', 'the', 'city', 'in', 'order', 'to', 'find', 'their', 'friend', 'in', 'time', 'for', 'his', 'wedding.', 'Todd Phillips', 'Jon Lucas', 'Scott Moore']"
694,https://www.imdb.com/title/tt0073486/?ref_=sr_t_233,Bay Trên Tổ Chim Cúc Cu,87%,"['Medical Drama', 'Psychological Drama', 'Drama']","['Jack Nicholson', 'Louise Fletcher', 'Michael Berryman', 'Peter Brocco', 'Dean R. Brooks', 'Alonzo Brown', 'Scatman Crothers', 'Mwako Cumbuka', 'Danny DeVito', 'William Duell', 'Josip Elic', 'Lan Fendors', 'Nathan George', 'Ken Kenny', 'Mel Lambert', 'Sydney Lassick', 'Kay Lee', 'Christopher Lloyd']","Nov 19, 1975",2 hours 13 minutes,English,"['Fantasy Films', 'N.V. Zvaluw']","['In', 'the', 'Fall', 'of', '1963,', 'a', 'Korean', 'War', 'veteran', 'and', 'criminal', 'pleads', 'insanity', 'and', 'is', 'admitted', 'to', 'a', 'mental', 'institution,', 'where', 'he', 'rallies', 'up', 'the', 'scared', 'patients', 'against', 'the', 'tyrannical', 'nurse.']","$109,115,366",R,['Milos Forman'],"['Lawrence Hauben', 'Bo Goldman', 'Ken Kesey', 'Dale Wasserman']","['Medical Drama', 'Psychological Drama', 'Drama', 'Jack Nicholson', 'Louise Fletcher', 'Michael Berryman', 'Peter Brocco', 'Dean R. Brooks', 'Alonzo Brown', 'Scatman Crothers', 'Mwako Cumbuka', 'Danny DeVito', 'William Duell', 'Josip Elic', 'Lan Fendors', 'Nathan George', 'Ken Kenny', 'Mel Lambert', 'Sydney Lassick', 'Kay Lee', 'Christopher Lloyd', 'Fantasy Films', 'N.V. Zvaluw', 'In', 'the', 'Fall', 'of', '1963,', 'a', 'Korean', 'War', 'veteran', 'and', 'criminal', 'pleads', 'insanity', 'and', 'is', 'admitted', 'to', 'a', 'mental', 'institution,', 'where', 'he', 'rallies', 'up', 'the', 'scared', 'patients', 'against', 'the', 'tyrannical', 'nurse.', 'Milos Forman', 'Lawrence Hauben', 'Bo Goldman', 'Ken Kesey', 'Dale Wasserman']"
696,https://www.imdb.com/title/tt0275847/?ref_=sr_t_235,Lilo & Stitch,73%,"['Alien Invasion', 'Hand-Drawn Animation', 'Sci-Fi Epic', 'Space Sci-Fi', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']","['Daveigh Chase', 'Chris Sanders', 'Tia Carrere', 'David Ogden Stiers', 'Kevin McDonald', 'Ving Rhames', 'Zoe Caldwell', 'Jason Scott Lee', 'Kevin Michael Richardson', 'Susan Hegarty', 'Amy Hill', 'Steve Alterman', 'Emily Anderson', 'Jack Angel', 'Bill Asing', 'Erica Beck', 'Bob Bergen', 'Steve Blum']","Jun 21, 2002",1 hour 25 minutes,English,"['Walt Disney Pictures', 'Walt Disney Animation Studios', 'Walt Disney Feature Animation Florida']","['A', 'young', 'and', 'parentless', 'girl', 'adopts', 'a', ""'dog'"", 'from', 'the', 'local', 'pound,', 'completely', 'unaware', 'that', ""it's"", 'supposedly', 'a', 'dangerous', 'scientific', 'experiment', ""that's"", 'taken', 'refuge', 'on', 'Earth', 'and', 'is', 'now', 'hiding', 'from', 'its', 'creator', 'and', 'those', 'who', 'see', 'it', 'as', 'a', 'menace.']","$273,147,061",P,"['Dean DeBlois', 'Chris Sanders']","['Chris Sanders', 'Chris Sanders', 'Dean DeBlois']","['Alien Invasion', 'Hand-Drawn Animation', 'Sci-Fi Epic', 'Space Sci-Fi', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Daveigh Chase', 'Chris Sanders', 'Tia Carrere', 'David Ogden Stiers', 'Kevin McDonald', 'Ving Rhames', 'Zoe Caldwell', 'Jason Scott Lee', 'Kevin Michael Richardson', 'Susan Hegarty', 'Amy Hill', 'Steve Alterman', 'Emily Anderson', 'Jack Angel', 'Bill Asing', 'Erica Beck', 'Bob Bergen', 'Steve Blum', 'Walt Disney Pictures', 'Walt Disney Animation Studios', 'Walt Disney Feature Animation Florida', 'A', 'young', 'and', 'parentless', 'girl', 'adopts', 'a', ""'dog'"", 'from', 'the', 'local', 'pound,', 'completely', 'unaware', 'that', ""it's"", 'supposedly', 'a', 'dangerous', 'scientific', 'experiment', ""that's"", 'taken', 'refuge', 'on', 'Earth', 'and', 'is', 'now', 'hiding', 'from', 'its', 'creator', 'and', 'those', 'who', 'see', 'it', 'as', 'a', 'menace.', 'Dean DeBlois', 'Chris Sanders', 'Chris Sanders', 'Chris Sanders', 'Dean DeBlois']"
699,https://www.imdb.com/title/tt2294629/?ref_=sr_t_238,Nữ Hoàng Băng Giá,74%,"['Computer Animation', 'Fairy Tale', 'Pop Musical', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']","['Kristen Bell', 'Idina Menzel', 'Jonathan Groff', 'Josh Gad', 'Santino Fontana', 'Alan Tudyk', 'Ciarán Hinds', 'Chris Williams', 'Stephen J. Anderson', 'Maia Wilson', 'Edie McClurg', 'Robert Pine', 'Maurice LaMarche', 'Livvy Stubenrauch', 'Eva Bella', 'Spencer Lacey Ganus', 'Jesse Corti', 'Jeffrey Marcus']","Dec 13, 2013",1 hour 42 minutes,English,"['Walt Disney Animation Studios', 'Walt Disney Pictures']","['Fearless', 'optimist', 'Anna', 'teams', 'up', 'with', 'rugged', 'mountain', 'man', 'Kristoff', 'and', 'his', 'loyal', 'reindeer', 'Sven', 'in', 'an', 'epic', 'journey', 'to', 'find', ""Anna's"", 'sister', 'Elsa,', 'whose', 'icy', 'powers', 'have', 'trapped', 'the', 'kingdom', 'of', 'Arendelle', 'in', 'eternal', 'winter.']","$1,306,450,154",P,"['Chris Buck', 'Jennifer Lee']","['Jennifer Lee', 'Hans Christian Andersen', 'Chris Buck', 'Jennifer Lee', 'Shane Morris']","['Computer Animation', 'Fairy Tale', 'Pop Musical', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Kristen Bell', 'Idina Menzel', 'Jonathan Groff', 'Josh Gad', 'Santino Fontana', 'Alan Tudyk', 'Ciarán Hinds', 'Chris Williams', 'Stephen J. Anderson', 'Maia Wilson', 'Edie McClurg', 'Robert Pine', 'Maurice LaMarche', 'Livvy Stubenrauch', 'Eva Bella', 'Spencer Lacey Ganus', 'Jesse Corti', 'Jeffrey Marcus', 'Walt Disney Animation Studios', 'Walt Disney Pictures', 'Fearless', 'optimist', 'Anna', 'teams', 'up', 'with', 'rugged', 'mountain', 'man', 'Kristoff', 'and', 'his', 'loyal', 'reindeer', 'Sven', 'in', 'an', 'epic', 'journey', 'to', 'find', ""Anna's"", 'sister', 'Elsa,', 'whose', 'icy', 'powers', 'have', 'trapped', 'the', 'kingdom', 'of', 'Arendelle', 'in', 'eternal', 'winter.', 'Chris Buck', 'Jennifer Lee', 'Jennifer Lee', 'Hans Christian Andersen', 'Chris Buck', 'Jennifer Lee', 'Shane Morris']"
701,https://www.imdb.com/title/tt0108186/?ref_=sr_t_240,Son in Law,59%,"['Comedy', 'Drama', 'Romance']","['Pauly Shore', 'Carla Gugino', 'Lane Smith', 'Cindy Pickett', 'Mason Adams', 'Patrick Renna', 'Dennis Burkley', 'Tiffani Thiessen', 'Dan Gauthier', 'Ria Pavia', 'Lisa Lawrence', 'Graham Jarvis', 'Nick Light', 'Ernie Kinney', 'Troy Shire', 'Adam Goldberg', 'Robert M. Koch', 'Ryk O.']","Jul 02, 1993",1 hour 35 minutes,English,"['Hollywood Pictures', 'Touchwood Pacific Partners 1']","['Having', 'gotten', 'a', 'taste', 'of', 'college', 'life,', 'a', 'drastically', 'changed', 'farm', 'girl', 'returns', 'home', 'for', 'Thanksgiving', 'break', 'with', 'her', 'best', 'friend,', 'a', 'flamboyant', 'party', 'animal', 'who', 'is', 'clearly', 'a', 'fish', 'out', 'of', 'water', 'in', 'a', 'small', 'farm', 'town.']","$36,448,400",PG-13,['Steve Rash'],"['Patrick J. Clifton', 'Susan McMartin', 'Peter M. Lenkov', 'Fax Bahr', 'Adam Small', 'Shawn Schepps']","['Comedy', 'Drama', 'Romance', 'Pauly Shore', 'Carla Gugino', 'Lane Smith', 'Cindy Pickett', 'Mason Adams', 'Patrick Renna', 'Dennis Burkley', 'Tiffani Thiessen', 'Dan Gauthier', 'Ria Pavia', 'Lisa Lawrence', 'Graham Jarvis', 'Nick Light', 'Ernie Kinney', 'Troy Shire', 'Adam Goldberg', 'Robert M. Koch', 'Ryk O.', 'Hollywood Pictures', 'Touchwood Pacific Partners 1', 'Having', 'gotten', 'a', 'taste', 'of', 'college', 'life,', 'a', 'drastically', 'changed', 'farm', 'girl', 'returns', 'home', 'for', 'Thanksgiving', 'break', 'with', 'her', 'best', 'friend,', 'a', 'flamboyant', 'party', 'animal', 'who', 'is', 'clearly', 'a', 'fish', 'out', 'of', 'water', 'in', 'a', 'small', 'farm', 'town.', 'Steve Rash', 'Patrick J. Clifton', 'Susan McMartin', 'Peter M. Lenkov', 'Fax Bahr', 'Adam Small', 'Shawn Schepps']"
702,https://www.imdb.com/title/tt6723592/?ref_=sr_t_241,Tenet,73%,"['Time Travel', 'Action', 'Sci-Fi', 'Thriller']","['John David Washington', 'Robert Pattinson', 'Elizabeth Debicki', 'Juhan Ulfsak', 'Jefferson Hall', 'Ivo Uukkivi', 'Andrew Howard', 'Rich Ceraulo Ko', 'Jonathan Camp', 'Wes Chatham', 'Sander Rebane', 'Martin Donovan', 'Clémence Poésy', 'Josh Stewart', 'Dimple Kapadia', 'Denzil Smith', 'Jeremy Theobald', 'Michael Caine']","Aug 28, 2020",2 hours 30 minutes,English,"['Warner Bros.', 'Syncopy', 'Warner Bros.']","['Armed', 'with', 'only', 'the', 'word', '""Tenet,""', 'and', 'fighting', 'for', 'the', 'survival', 'of', 'the', 'entire', 'world,', 'CIA', 'operative,', 'The', 'Protagonist,', 'journeys', 'through', 'a', 'twilight', 'world', 'of', 'international', 'espionage', 'on', 'a', 'global', 'mission', 'that', 'unfolds', 'beyond', 'real', 'time.']","$365,304,105",C16,['Christopher Nolan'],['Christopher Nolan'],"['Time Travel', 'Action', 'Sci-Fi', 'Thriller', 'John David Washington', 'Robert Pattinson', 'Elizabeth Debicki', 'Juhan Ulfsak', 'Jefferson Hall', 'Ivo Uukkivi', 'Andrew Howard', 'Rich Ceraulo Ko', 'Jonathan Camp', 'Wes Chatham', 'Sander Rebane', 'Martin Donovan', 'Clémence Poésy', 'Josh Stewart', 'Dimple Kapadia', 'Denzil Smith', 'Jeremy Theobald', 'Michael Caine', 'Warner Bros.', 'Syncopy', 'Warner Bros.', 'Armed', 'with', 'only', 'the', 'word', '""Tenet,""', 'and', 'fighting', 'for', 'the', 'survival', 'of', 'the', 'entire', 'world,', 'CIA', 'operative,', 'The', 'Protagonist,', 'journeys', 'through', 'a', 'twilight', 'world', 'of', 'international', 'espionage', 'on', 'a', 'global', 'mission', 'that', 'unfolds', 'beyond', 'real', 'time.', 'Christopher Nolan', 'Christopher Nolan']"
703,https://www.imdb.com/title/tt7784604/?ref_=sr_t_242,Di Truyền,73%,"['Psychological Horror', 'Psychological Thriller', 'Supernatural Horror', 'Tragedy', 'Witch Horror', 'Drama', 'Horror', 'Mystery', 'Thriller']","['Toni Collette', 'Milly Shapiro', 'Gabriel Byrne', 'Alex Wolff', 'Christy Summerhays', 'Morgan Lund', 'Mallory Bechtel', 'Jake Brown', 'Harrison Nell', 'BriAnn Rachele', 'Heidi Méndez', 'Moises L. Tovar', 'Jarrod Phillips', 'Ann Dowd', 'Brock McKinney', 'Zachary Arthur', 'David Stanley', ""William 'Bus' Riley""]","Jun 08, 2018",2 hours 7 minutes,English,"['PalmStar Media', 'Finch Entertainment', 'Windy Hill Pictures']","['A', 'grieving', 'family', 'is', 'haunted', 'by', 'tragic', 'and', 'disturbing', 'occurrences.']","$87,819,062",R,['Ari Aster'],['Ari Aster'],"['Psychological Horror', 'Psychological Thriller', 'Supernatural Horror', 'Tragedy', 'Witch Horror', 'Drama', 'Horror', 'Mystery', 'Thriller', 'Toni Collette', 'Milly Shapiro', 'Gabriel Byrne', 'Alex Wolff', 'Christy Summerhays', 'Morgan Lund', 'Mallory Bechtel', 'Jake Brown', 'Harrison Nell', 'BriAnn Rachele', 'Heidi Méndez', 'Moises L. Tovar', 'Jarrod Phillips', 'Ann Dowd', 'Brock McKinney', 'Zachary Arthur', 'David Stanley', ""William 'Bus' Riley"", 'PalmStar Media', 'Finch Entertainment', 'Windy Hill Pictures', 'A', 'grieving', 'family', 'is', 'haunted', 'by', 'tragic', 'and', 'disturbing', 'occurrences.', 'Ari Aster', 'Ari Aster']"
705,https://www.imdb.com/title/tt0167261/?ref_=sr_t_244,Chúa Tể Của Những Chiếc Nhẫn: Hai Tòa Tháp,88%,"['Adventure Epic', 'Dark Fantasy', 'Epic', 'Fantasy Epic', 'Quest', 'Sword & Sorcery', 'Adventure', 'Drama', 'Fantasy']","['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Orlando Bloom', 'Bruce Allpress', 'Sean Astin', 'John Bach', 'Sala Baker', 'Cate Blanchett', 'Billy Boyd', 'Jed Brophy', 'Sam Comery', 'Brad Dourif', 'Calum Gittins', 'Bernard Hill', 'Bruce Hopkins', 'Paris Howe Strewe', 'Christopher Lee']","Dec 18, 2002",2 hours 59 minutes,English,"['New Line Cinema', 'WingNut Films', 'The Saul Zaentz Company']","['While', 'Frodo', 'and', 'Sam', 'edge', 'closer', 'to', 'Mordor', 'with', 'the', 'help', 'of', 'the', 'shifty', 'Gollum,', 'the', 'divided', 'fellowship', 'makes', 'a', 'stand', 'against', ""Sauron's"", 'new', 'ally,', 'Saruman,', 'and', 'his', 'hordes', 'of', 'Isengard.']","$938,242,927",PG-13,['Peter Jackson'],"['J.R.R. Tolkien', 'Fran Walsh', 'Philippa Boyens', 'Stephen Sinclair', 'Peter Jackson']","['Adventure Epic', 'Dark Fantasy', 'Epic', 'Fantasy Epic', 'Quest', 'Sword & Sorcery', 'Adventure', 'Drama', 'Fantasy', 'Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Orlando Bloom', 'Bruce Allpress', 'Sean Astin', 'John Bach', 'Sala Baker', 'Cate Blanchett', 'Billy Boyd', 'Jed Brophy', 'Sam Comery', 'Brad Dourif', 'Calum Gittins', 'Bernard Hill', 'Bruce Hopkins', 'Paris Howe Strewe', 'Christopher Lee', 'New Line Cinema', 'WingNut Films', 'The Saul Zaentz Company', 'While', 'Frodo', 'and', 'Sam', 'edge', 'closer', 'to', 'Mordor', 'with', 'the', 'help', 'of', 'the', 'shifty', 'Gollum,', 'the', 'divided', 'fellowship', 'makes', 'a', 'stand', 'against', ""Sauron's"", 'new', 'ally,', 'Saruman,', 'and', 'his', 'hordes', 'of', 'Isengard.', 'Peter Jackson', 'J.R.R. Tolkien', 'Fran Walsh', 'Philippa Boyens', 'Stephen Sinclair', 'Peter Jackson']"
706,https://www.imdb.com/title/tt0317248/?ref_=sr_t_245,Thành Phố Của Chúa,86%,"['Caper', 'Coming-of-Age', 'Gangster', 'Crime', 'Drama']","['Alexandre Rodrigues', 'Leandro Firmino', 'Matheus Nachtergaele', 'Phellipe Haagensen', 'Douglas Silva', 'Jonathan Haagensen', 'Seu Jorge', 'Jefechander Suplino', 'Alice Braga', 'Emerson Gomes', 'Edson Oliveira', 'Michel Gomes', 'Roberta Rodrigues', 'Luis Otávio', 'Kiko Marques', 'Gustavo Engrácia', 'Darlan Cunha', 'Robson Rocha']","Aug 30, 2002",2 hours 10 minutes,Portuguese,"['O2 Filmes', 'VideoFilmes', 'Globo Filmes']","['In', 'the', 'slums', 'of', 'Rio,', 'two', ""kids'"", 'paths', 'diverge', 'as', 'one', 'struggles', 'to', 'become', 'a', 'photographer', 'and', 'the', 'other', 'a', 'kingpin.']","$30,680,793",R,"['Fernando Meirelles', 'Kátia Lund']","['Bráulio Mantovani', 'Paulo Lins']","['Caper', 'Coming-of-Age', 'Gangster', 'Crime', 'Drama', 'Alexandre Rodrigues', 'Leandro Firmino', 'Matheus Nachtergaele', 'Phellipe Haagensen', 'Douglas Silva', 'Jonathan Haagensen', 'Seu Jorge', 'Jefechander Suplino', 'Alice Braga', 'Emerson Gomes', 'Edson Oliveira', 'Michel Gomes', 'Roberta Rodrigues', 'Luis Otávio', 'Kiko Marques', 'Gustavo Engrácia', 'Darlan Cunha', 'Robson Rocha', 'O2 Filmes', 'VideoFilmes', 'Globo Filmes', 'In', 'the', 'slums', 'of', 'Rio,', 'two', ""kids'"", 'paths', 'diverge', 'as', 'one', 'struggles', 'to', 'become', 'a', 'photographer', 'and', 'the', 'other', 'a', 'kingpin.', 'Fernando Meirelles', 'Kátia Lund', 'Bráulio Mantovani', 'Paulo Lins']"
708,https://www.imdb.com/title/tt0145487/?ref_=sr_t_248,Người Nhện,74%,"['Superhero', 'Urban Adventure', 'Action', 'Adventure', 'Sci-Fi']","['Tobey Maguire', 'Kirsten Dunst', 'Willem Dafoe', 'James Franco', 'Cliff Robertson', 'Rosemary Harris', 'J.K. Simmons', 'Joe Manganiello', 'Gerry Becker', 'Bill Nunn', 'Jack Betts', 'Stanley Anderson', 'Ron Perkins', 'Michael Papajohn', 'K.K. Dodds', 'Ted Raimi', 'Bruce Campbell', 'Elizabeth Banks']","May 03, 2002",2 hours 1 minute,English,"['Columbia Pictures', 'Marvel Enterprises', 'Laura Ziskin Productions']","['After', 'being', 'bitten', 'by', 'a', 'genetically-modified', 'spider,', 'a', 'shy', 'teenager', 'gains', 'spider-like', 'abilities', 'that', 'he', 'uses', 'to', 'fight', 'injustice', 'as', 'a', 'masked', 'superhero', 'and', 'face', 'a', 'vengeful', 'enemy.']","$825,802,095",C13,['Sam Raimi'],"['Stan Lee', 'Steve Ditko', 'David Koepp']","['Superhero', 'Urban Adventure', 'Action', 'Adventure', 'Sci-Fi', 'Tobey Maguire', 'Kirsten Dunst', 'Willem Dafoe', 'James Franco', 'Cliff Robertson', 'Rosemary Harris', 'J.K. Simmons', 'Joe Manganiello', 'Gerry Becker', 'Bill Nunn', 'Jack Betts', 'Stanley Anderson', 'Ron Perkins', 'Michael Papajohn', 'K.K. Dodds', 'Ted Raimi', 'Bruce Campbell', 'Elizabeth Banks', 'Columbia Pictures', 'Marvel Enterprises', 'Laura Ziskin Productions', 'After', 'being', 'bitten', 'by', 'a', 'genetically-modified', 'spider,', 'a', 'shy', 'teenager', 'gains', 'spider-like', 'abilities', 'that', 'he', 'uses', 'to', 'fight', 'injustice', 'as', 'a', 'masked', 'superhero', 'and', 'face', 'a', 'vengeful', 'enemy.', 'Sam Raimi', 'Stan Lee', 'Steve Ditko', 'David Koepp']"
