,Movie_Name,Ratings,Release_Date,Duration,Original_Language,Description,Box Office,Certificate (MPAA),Month,Category_Encoded,Film_Actor_Encoded,Writer_Encoded,Companies_Encoded,Directors_Encoded
4354,2219,0.71,2007-07-03,144,5,910,709709780,6,7,3,1196,1272,472,849
4355,2220,0.76,2024-09-20,104,5,2058,129364141,5,9,22,1780,35,374,705
4357,2221,0.56,2014-06-27,165,5,2303,1105261713,6,6,3,556,12,485,849
4358,2222,0.62,2011-06-29,154,5,1884,1123794079,6,6,3,1199,12,485,849
4359,2223,0.6,2009-06-24,149,5,1787,836303693,6,6,3,1195,11,472,849
4360,2224,0.6,2023-06-09,127,5,1198,441381193,6,6,3,587,444,425,62
4361,2225,0.52,2017-06-21,154,5,152,605425157,6,6,3,552,933,485,849
4362,2226,0.59,2024-08-02,105,5,213,82677281,6,8,375,248,787,1385,797
4365,2227,0.72,2002-11-29,95,5,1563,110041363,5,11,22,242,1252,1173,1079
4366,2228,0.72,1990-01-19,96,5,1664,16668790,6,1,319,341,1318,1004,1081
4367,2229,0.69,2009-10-16,99,5,1247,1333377,7,10,225,680,1915,2084,285
4368,2230,0.73,2022-09-18,147,5,209,26214659,7,9,302,1319,1305,2097,1085
4372,2231,0.64,2016-11-04,92,5,831,347337803,5,11,146,471,565,1781,892
4373,2232,0.6,2023-11-17,91,5,1738,209372790,5,11,147,470,25,1777,165
4374,2233,0.67,1982-07-09,96,5,116,33002371,5,7,3,83,1488,1191,66
4375,2234,0.68,2010-12-17,125,5,2014,409912892,5,12,3,85,3,1160,701
4376,2235,0.71,2008-08-13,107,5,2102,195703351,7,8,35,1299,640,1792,1092
4378,2236,0.73,2004-05-14,163,5,898,497409852,7,5,63,1636,237,1315,186
4382,2237,0.76,2010-12-22,110,5,559,252278285,6,12,224,82,456,426,418
4383,2238,0.73,1994-07-15,141,5,218,378882411,7,7,87,805,312,876,538
4384,2239,0.79,1993-09-10,119,5,1393,13088850,7,9,332,1821,1169,243,146
4385,2240,0.74,1991-09-20,107,5,802,357400,7,9,279,1589,206,1499,500
4386,2241,0.52,2018-04-13,100,5,304,95330710,6,4,375,500,937,1399,582
4391,2242,0.7,2022-03-11,100,5,593,21813358,5,3,138,1060,2142,1149,386
4392,2243,0.54,2014-09-19,102,5,78,1882074,7,9,319,281,684,598,751
4394,2244,0.53,2008-11-21,122,5,2207,408496327,6,11,346,393,882,716,241
4395,2245,0.64,1983-06-24,101,5,1281,29450919,5,6,376,1897,506,2110,613
4397,2246,0.7,2024-05-01,126,3,1269,17111121,7,5,80,496,693,1838,29
4399,2247,0.73,1992-08-28,134,5,1601,4248389,7,8,358,1194,2066,305,348
4401,2248,0.62,1988-12-09,107,5,434,216614388,5,12,262,816,1682,1112,524
4403,2249,0.65,1996-05-10,113,5,2179,494580615,6,5,1,2287,897,1269,553
4404,2250,0.65,2024-07-19,122,5,1586,370962265,6,7,1,1881,823,1044,773
4407,2251,0.74,2022-10-28,158,5,1811,29048571,7,10,330,1723,1579,1931,116
4408,2252,0.66,2000-04-21,116,5,31,127666415,6,4,118,622,583,1070,697
4412,2253,0.54,2006-12-08,90,5,290,21949234,5,12,204,2056,297,1287,957
4414,2254,0.73,2000-11-22,106,5,357,248118121,6,11,333,1671,787,826,797
4416,2255,0.72,2014-12-25,137,5,773,161459297,6,12,340,2368,455,113,733
4417,2256,0.63,2022-02-18,116,5,1857,407141258,6,2,82,1430,1176,1572,1084
4418,2257,0.71,1989-08-16,100,5,1598,79258538,5,8,325,175,499,1096,645
4419,2258,0.74,2019-12-25,135,5,2362,50023780,7,12,335,630,1292,1494,12
4421,2259,0.65,1992-10-09,103,5,937,156563139,7,10,80,1267,277,1228,585
4425,2260,0.65,2019-04-19,139,5,1788,2053469,7,4,335,196,2088,1115,355
4426,2261,0.63,2014-04-18,108,5,400,7494387,7,4,357,1140,1657,1896,690
4427,2262,0.59,2020-01-10,95,5,137,40882928,6,1,76,395,1760,1510,181
4428,2263,0.7,2003-09-19,121,5,1801,95708457,7,9,119,296,679,49,779
4429,2264,0.67,2002-05-10,124,5,46,119137784,7,5,332,987,1928,1951,251
4430,2265,0.82,1992-08-07,130,5,1758,159167799,7,8,224,1848,2105,1219,291
4433,2266,0.6,2020-08-21,90,5,765,44331465,7,8,80,1073,1804,1428,382
4435,2267,0.68,2010-11-12,98,5,2360,167805466,6,11,1,1991,813,899,146
4436,2268,0.7,2024-04-26,113,5,387,21214331,5,4,364,1879,1207,1452,1027
4438,2269,0.83,2009-07-23,96,5,9,735102136,5,7,143,2073,1107,1152,970
4439,2270,0.74,2009-12-23,109,5,1785,166842739,7,12,282,2207,1658,456,564
4440,2271,0.75,2018-06-01,100,5,1812,16706680,7,6,79,489,739,649,778
4445,2272,0.68,2019-03-22,116,5,1461,256071218,7,3,315,511,589,236,698
4449,2273,0.81,2006-03-17,132,5,1424,134686457,7,3,106,2333,753,1298,547
4450,2274,0.58,2012-09-06,116,5,2249,1944287,7,9,375,1690,1742,1373,833
4452,2275,0.73,1983-07-29,98,5,1902,61418362,7,7,207,1759,495,254,508
4453,2276,0.64,2017-07-21,136,5,148,225973340,6,7,68,1903,1157,1852,792
4455,2277,0.71,2008-12-25,121,5,183,201545517,6,12,335,1374,1910,186,230
4456,2278,0.61,2004-05-07,131,5,1956,300157638,6,5,66,2322,1460,1041,51
4457,2279,0.64,2002-04-05,92,5,1990,38275483,7,4,265,1098,1750,252,164
4460,2280,0.69,2001-12-14,136,5,503,203388341,7,12,367,1369,2121,460,235
4461,2281,0.65,1999-01-15,106,5,58,54294169,7,1,281,23,1653,133,224
4463,2282,0.59,1997-02-14,93,5,1493,36400360,5,2,325,1757,22,1197,48
4465,2283,0.66,2018-10-05,112,5,193,856085161,6,10,3,1423,385,1558,1084
4466,2284,0.59,2021-10-01,97,5,1213,506813864,6,10,79,1426,667,1557,686
4467,2285,0.61,2024-10-25,110,5,1212,472812792,6,10,0,1428,667,1556,738
4471,2286,0.83,1958-05-28,128,5,234,7809098,5,5,239,19,2099,1994,485
4474,2287,0.72,2018-12-25,132,5,2022,76073488,7,12,302,1818,1517,140,1112
4475,2288,0.71,2008-08-15,96,5,2154,96409830,6,8,282,965,1714,772,188
4479,2289,0.72,1983-02-04,87,5,455,2127188,7,2,357,24,2035,1903,334
4487,2290,0.67,2022-12-02,112,5,2289,76004405,7,12,102,1947,1061,1388,140
4490,2291,0.47,2008-07-23,97,5,2384,5410749,7,7,181,2275,2055,1466,346
4493,2292,0.59,2020-03-27,97,5,690,487625,7,3,374,2345,106,1868,787
4496,2293,0.55,2021-04-09,108,5,136,4298184,6,4,132,1857,989,1535,908
4497,2294,0.84,2008-06-27,98,5,487,527403656,1,6,171,1239,477,1151,641
4500,2295,0.67,2005-10-07,94,5,2387,18637690,7,10,325,1095,1234,1826,1041
4501,2296,0.78,2005-11-18,136,5,103,186797986,6,11,329,156,543,1958,545
4504,2297,0.63,2004-04-02,86,5,236,57223890,6,4,107,2039,970,199,746
4505,2298,0.73,1987-12-11,126,5,955,43848069,7,12,335,1739,1433,870,937
4506,2299,0.75,2005-10-07,85,5,2202,192705291,1,10,148,920,1466,1778,56
4509,2300,0.67,2008-06-27,110,5,245,342463063,7,6,80,357,891,1033,112
4511,2301,0.71,2016-08-19,114,5,1620,86434523,7,8,279,230,1440,767,118
4512,2302,0.74,2017-07-14,140,5,836,490719763,6,7,47,298,809,925,834
4513,2303,0.65,2005-06-29,117,5,905,603873504,6,6,3,1381,603,473,71
4514,2304,0.71,1983-06-03,114,5,704,79567667,5,6,106,610,727,965,627
4515,2305,0.67,2016-06-10,123,5,1026,439048914,6,6,75,1449,1833,63,398
4517,2306,0.81,2011-09-09,140,5,2067,23308615,6,9,110,1424,125,85,464
4519,2307,0.76,2009-03-06,162,5,1447,185382813,7,3,106,2370,2022,1233,198
4524,2308,0.63,1995-07-28,135,5,1429,264218220,6,7,68,342,1134,1094,750
4526,2309,0.75,2019-12-06,135,5,2114,2576990,7,12,337,1307,1631,745,148
4528,2310,0.7,1992-02-14,94,5,2178,183097323,6,2,259,750,957,492,968
4530,2311,0.7,2011-12-23,124,5,1808,120081841,5,12,301,594,159,872,235
4532,2312,0.75,2011-10-21,112,5,1596,9212174,7,10,335,1326,784,692,796
4533,2313,0.72,2002-03-01,138,5,2038,115374915,7,3,118,668,214,2082,1014
4535,2314,0.7,2013-08-07,110,5,614,269994119,7,8,176,71,1676,267,1015
4537,2315,0.7,2005-07-15,119,5,1567,288485135,7,7,265,869,1469,291,335
4541,2316,0.66,1985-08-02,94,5,2158,38934048,6,8,263,580,498,1112,645
4545,2317,0.59,2014-08-19,93,5,155,860940,7,8,127,2285,1679,1899,178
4547,2318,0.71,2021-12-10,156,5,899,76016171,6,12,327,534,1624,1889,71
4549,2319,0.7,1998-10-02,113,5,1122,55383166,6,10,346,1045,1218,521,160
4552,2320,0.66,2000-07-21,130,5,2062,291420351,6,7,358,2258,1926,1803,1060
4553,2321,0.76,2015-02-13,86,5,2197,7450669,7,2,270,88,400,962,583
4554,2322,0.65,2000-12-15,127,5,108,374111707,6,12,304,677,604,489,904
4556,2323,0.58,2003-04-04,105,5,881,50732139,5,4,299,2290,1685,1312,375
4558,2324,0.77,1994-03-04,118,5,705,10032765,6,3,365,210,1128,492,768
4561,2325,0.77,1989-07-21,95,5,1324,93275066,7,7,282,1603,1032,1470,1042
4564,2326,0.76,1969-03-12,158,5,866,7100435,2,3,63,980,173,2008,217
4565,2327,0.72,2022-07-15,125,5,647,144353965,6,7,332,1880,2123,340,938
4566,2328,0.68,1995-04-21,103,5,316,182057016,5,4,299,1124,1992,2061,684
4567,2329,0.85,2014-10-15,106,5,456,50360880,7,10,330,759,1960,1401,311
4568,2330,0.73,2024-10-04,121,5,1858,8549090,6,10,364,770,810,88,801
4569,2331,0.65,2018-09-14,111,5,2034,25957482,7,9,335,619,591,46,191
4570,2332,0.58,2004-06-23,109,5,2151,113100873,6,6,262,569,659,571,736
4575,2333,0.77,1988-06-22,104,5,2242,329803958,5,6,136,1615,398,834,1060
4580,2334,0.62,2016-12-23,111,5,313,118102725,7,12,325,1581,490,900,643
4582,2335,0.81,2024-11-22,160,5,1221,460849795,5,11,366,1875,1704,984,683
4585,2336,0.68,2018-11-16,129,5,1288,75984700,7,11,335,1499,165,329,58
4587,2337,0.71,2014-12-19,115,5,104,52501541,7,12,224,967,1010,1980,572
4588,2338,0.56,2015-01-14,92,5,2238,6738764,7,1,91,62,1686,91,26
4590,2339,0.81,2014-08-21,122,23,1829,31478893,7,8,279,1941,630,20,313
4591,2340,0.66,1998-03-20,108,5,437,30166293,7,3,335,339,1454,146,658
4592,2341,0.49,1999-06-30,106,5,2056,222104681,6,6,38,1525,434,510,1054
4593,2342,0.72,1990-08-17,125,5,2390,14572846,7,8,180,831,1142,515,348
4597,2343,0.72,1988-05-20,126,5,693,57270852,5,5,60,1461,146,173,1080
4598,2344,0.78,1971-06-30,100,5,441,670213,1,6,195,2199,1231,1347,846
4599,2345,0.77,2017-08-18,107,5,634,44202682,7,8,210,2092,1528,1754,82
4602,2346,0.29,2023-03-17,84,5,748,7717044,4,3,378,852,1195,2081,1018
4603,2347,0.47,2024-03-26,93,5,1680,7582541,4,3,375,1146,1194,2080,1018
4606,2348,0.71,2010-07-16,100,5,991,13796834,7,7,210,98,2122,147,373
4607,2349,0.56,2023-11-22,95,5,698,254997360,5,11,147,763,404,1172,256
4609,2350,0.58,2004-08-20,95,5,844,73029190,6,8,176,611,96,464,61
4611,2351,0.74,1985-02-08,112,5,2347,68706993,7,2,332,2256,1689,476,991
4612,2352,0.84,1958-02-06,116,5,612,7903,0,2,335,1457,1808,1828,119
4620,2353,0.79,2017-11-17,113,5,1066,315025930,5,11,364,2372,1437,89,40
4621,2354,0.73,2017-06-02,141,5,2267,823970682,6,6,57,2177,183,1246,955
4622,2355,0.54,2020-12-25,151,5,2376,169601036,6,12,74,2176,1068,585,955
4623,2356,0.7,2023-12-15,116,5,2361,634402312,5,12,195,1347,1230,1279,960
4627,2357,0.7,2013-06-21,116,5,1273,540455876,6,6,77,1625,865,433,801
4628,2358,0.71,2021-05-07,119,5,401,103966489,7,5,80,70,1018,175,499
4629,2359,0.77,2012-11-02,101,5,1750,471222950,5,11,160,174,1198,1132,1021
4630,2360,0.61,2003-05-30,84,5,1124,28650575,7,5,375,2089,1930,725,1043
4632,2361,0.67,1994-06-24,191,5,1300,25052000,6,6,224,352,1975,1265,769
4634,2362,0.65,2022-03-18,105,5,1374,14740889,7,3,375,689,1556,1482,100
4635,2363,0.73,2000-07-14,104,5,1450,296339528,6,7,3,881,1591,880,230
4637,2364,0.65,2009-05-01,107,5,1949,373062864,6,5,81,2323,2026,885,462
4638,2365,0.68,2016-05-27,144,5,1474,543934105,6,5,3,13,1402,883,230
4639,2366,0.57,2019-06-07,113,5,1557,252442974,6,6,3,14,1403,883,23
4640,2367,0.79,2014-05-23,132,5,1920,746045700,6,5,0,882,1400,883,230
4641,2368,0.77,2011-06-03,131,5,1472,352616690,6,6,81,12,1026,885,837
4642,2369,0.66,2006-05-26,104,5,1968,460435291,6,5,3,879,1401,884,214
4643,2370,0.74,2003-05-02,134,5,2293,407711549,6,5,79,880,1730,881,230
4652,2371,0.68,2019-06-28,116,5,556,154608856,6,6,303,2308,1201,1048,324
4654,2372,0.57,2010-09-24,105,5,2286,32054369,5,9,265,385,969,831,666
4657,2373,0.56,2008-06-06,113,5,894,204313400,6,6,104,629,1744,1597,376
4658,2374,0.68,1967-06-13,117,5,1538,43115913,5,6,1,1164,215,1845,782
4661,2375,0.66,2013-08-23,95,5,2315,26895481,7,8,358,1190,1395,669,222
4662,2376,0.67,1998-12-18,119,5,1093,250821575,5,12,282,1396,965,1326,931
4663,2377,0.67,2014-04-25,95,7,819,9757417,4,4,338,541,92,148,442
4664,2378,0.8,1974-12-15,106,5,879,86276706,5,12,325,2198,130,2037,844
4665,2379,0.68,1988-08-12,107,5,293,45661556,7,8,63,2110,481,244,279
4674,2380,0.73,2015-12-04,124,5,1759,23469540,7,12,273,700,1052,2108,948
4678,2381,0.65,2008-10-31,101,5,1609,42784344,7,10,265,1181,684,776,751
4679,2382,0.58,1974-02-06,105,5,1494,7227,7,2,227,1165,466,12,628
4680,2383,0.74,2013-01-11,157,5,105,132820716,7,1,335,125,807,1551,732
4681,2384,0.77,2007-03-02,157,5,1084,84786496,7,3,335,2383,341,446,339
4683,2385,0.75,2009-10-02,88,5,516,102392080,7,10,43,122,1192,1593,1084
4684,2386,0.67,2019-10-18,99,5,1130,122810399,7,10,101,1553,1191,1711,1084
4685,2387,0.52,2011-07-08,102,5,295,169852759,5,7,198,355,1006,1568,436
4686,2388,0.65,2001-09-28,90,5,1053,60780981,7,9,325,1293,2158,443,1092
4687,2389,0.47,2016-02-12,101,5,1158,56722693,6,2,27,1292,641,369,1092
4688,2390,0.8,2016-03-04,108,5,1414,1025521689,5,3,15,2227,1796,1176,234
4692,2391,0.75,2021-11-19,115,5,1697,112777,6,11,274,198,1487,787,784
4693,2392,0.58,2002-08-09,124,5,1918,277448382,6,8,48,1490,1199,568,1037
